path	subsystem	purpose	dynamic_use_evidence	disposition	confidence	owner	tasks	context_pages
.codex/plans/tnnx_second_pass/REMOVAL_AND_SHRINK_MANIFEST.md	llm-context-plan	Second-pass audit plan artifact	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T00,T19,T23	docs/llm_context/index.md
.codex/plans/tnnx_second_pass/REVIEW.md	llm-context-plan	Second-pass audit plan artifact	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T00,T19,T23	docs/llm_context/index.md
.codex/plans/tnnx_second_pass/VALIDATION_MATRIX.md	llm-context-plan	Second-pass audit plan artifact	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T00,T19,T23	docs/llm_context/index.md
.gitignore	repo-config	Repository configuration/process file	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
.pre-commit-config.yaml	repo-config	Repository configuration/process file	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
AGENTS.md	repo-process	Repository configuration/process file	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
README.md	docs	Repository documentation	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T09,T10,T23	docs/llm_context/index.md
docs/README.md	docs	Repository documentation	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T09,T10,T23	docs/llm_context/index.md
docs/architecture.md	docs	Repository documentation	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T09,T10,T23	docs/llm_context/index.md
docs/llm_context/README.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/SCHEMA.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/architecture.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/backends_jax_mlx.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/code_index.json	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/context_pack_lint.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/dataflow.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/decisions.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/extension_guide.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/graph_edges.tsv	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/index.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/known_limits.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/log.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/model_zoo.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/operators.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/public_api_cli.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/symbol_index.jsonl	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/llm_context/validation.md	llm-context-plan	LLM-facing context pack	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T09,T10,T23,T00,T19	docs/llm_context/index.md
docs/roadmap.md	docs	Repository documentation	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T09,T10,T23	docs/llm_context/index.md
examples/README.md	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/__init__.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/common.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/flux/README.md	examples-model-zoo	FLUX reduced and snapshot-gated JAX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/flux/__init__.py	examples-model-zoo	FLUX reduced and snapshot-gated JAX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/flux/jax_backend_notes.md	examples-model-zoo	FLUX reduced and snapshot-gated JAX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/flux/required_models.md	examples-model-zoo	FLUX reduced and snapshot-gated JAX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/flux/runtime_env.py	examples-model-zoo	FLUX reduced and snapshot-gated JAX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/flux/snapshot_setup.md	examples-model-zoo	FLUX reduced and snapshot-gated JAX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/flux/source.py	examples-model-zoo	FLUX reduced and snapshot-gated JAX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/flux/submodule_plan.md	examples-model-zoo	FLUX reduced and snapshot-gated JAX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/flux/transpile_and_generate_jax.py	examples-model-zoo	FLUX reduced and snapshot-gated JAX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_conv.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_mlp.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_nanogpt_tiny.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_residual.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_whisper_tiny.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_zoo/README.md	examples-model-zoo	Model-zoo catalog and smoke runner	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_zoo/__init__.py	examples-model-zoo	Model-zoo catalog and smoke runner	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_zoo/catalog.py	examples-model-zoo	Model-zoo catalog and smoke runner	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_zoo/check_compatibility.py	examples-model-zoo	Model-zoo catalog and smoke runner	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_zoo/compatibility.py	examples-model-zoo	Model-zoo catalog and smoke runner	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_zoo/list_models.py	examples-model-zoo	Model-zoo catalog and smoke runner	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_zoo/loaders.py	examples-model-zoo	Model-zoo catalog and smoke runner	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_zoo/smoke.py	examples-model-zoo	Model-zoo catalog and smoke runner	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/model_zoo/transpile_smoke.py	examples-model-zoo	Model-zoo catalog and smoke runner	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/nanogpt/README.md	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/nanogpt/__init__.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/nanogpt/infer_gpt2_from_transformers_jax.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/nanogpt/out/.gitkeep	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/nanogpt/train_nanogpt_tiny.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/nanogpt/utils.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/out/.gitkeep	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/qwen/README.md	examples-model-zoo	Qwen3.5 JAX/MLX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/qwen/__init__.py	examples-model-zoo	Qwen3.5 JAX/MLX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/qwen/infer_qwen3_5_from_transformers_jax.py	examples-model-zoo	Qwen3.5 JAX/MLX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/qwen/infer_qwen3_5_from_transformers_mlx.py	examples-model-zoo	Qwen3.5 JAX/MLX example lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/run_flux_jax.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/run_nanogpt_tiny_jax.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/run_whisper_tiny_mlx.py	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/terminator.mp3	examples-model-zoo	Example model/export/runtime path	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	THIRD-PARTY/NOTICE	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/whisper_audio/README.md	examples-model-zoo	Whisper audio MLX transcription lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/whisper_audio/__init__.py	examples-model-zoo	Whisper audio MLX transcription lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/whisper_audio/assets/mel_filters.npz	examples-model-zoo	Whisper audio MLX transcription lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	THIRD-PARTY/NOTICE	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/whisper_audio/out/.gitkeep	examples-model-zoo	Whisper audio MLX transcription lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/whisper_audio/runtime_env.py	examples-model-zoo	Whisper audio MLX transcription lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/whisper_audio/transcribe_with_mlx_whisper.py	examples-model-zoo	Whisper audio MLX transcription lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/whisper_audio/transpile_and_transcribe.py	examples-model-zoo	Whisper audio MLX transcription lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
examples/whisper_audio/whisper_hf_tiny_source.py	examples-model-zoo	Whisper audio MLX transcription lane	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-examples-model-zoo	T11,T12,T22	docs/llm_context/index.md
llms.txt	llm-context-plan	Repository configuration/process file	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	LLM-CONTEXT	HIGH	tnnx-test-quality	T00,T19,T23	docs/llm_context/index.md
pyproject.toml	repo-config	Repository configuration/process file	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T01,T02,T15	docs/llm_context/index.md
scripts/check.sh	scripts	Repository configuration/process file	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
scripts/research/adaptfm_cases.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
scripts/research/adaptfm_evidence.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
scripts/research/check_anonymity.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
scripts/research/deterministic_artifacts.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
scripts/research/hot_model_benchmarks.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
scripts/research/jax_metal_runtime_probe.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
scripts/research/pass_ablation.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
scripts/research/qwen_error_probe.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
scripts/research/tnnx_evidence.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
scripts/research/validate_equivalence.py	research-scripts	Research or benchmark script; verify before retaining	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	VERIFY	MEDIUM	tnnx-test-quality	T13	docs/llm_context/index.md
src/tnnx/__init__.py	public-runtime	Repository configuration/process file	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
src/tnnx/api.py	public-runtime	Public transpile orchestration	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	T05	docs/llm_context/index.md
src/tnnx/cli.py	public-runtime	Console parser and command entrypoint	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	T05	docs/llm_context/index.md
src/tnnx/codegen/__init__.py	codegen-common	Shared codegen helpers	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-jax-codegen/tnnx-mlx-codegen	none	docs/llm_context/index.md
src/tnnx/codegen/common.py	codegen-common	Shared codegen helpers	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	SHRINK	MEDIUM	tnnx-jax-codegen/tnnx-mlx-codegen	T17	docs/llm_context/index.md
src/tnnx/codegen/jax_codegen.py	jax-codegen	JAX generated Python backend	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	SHRINK	MEDIUM	tnnx-jax-codegen	T14,T20	docs/llm_context/index.md
src/tnnx/codegen/mlx_codegen.py	mlx-codegen	MLX generated Python backend	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	SHRINK	MEDIUM	tnnx-mlx-codegen	T04,T14,T20	docs/llm_context/index.md
src/tnnx/config.py	public-runtime	Repository configuration/process file	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T05	docs/llm_context/index.md
src/tnnx/ingest/__init__.py	ingest-ir	ONNX ingest, dtype, shape hint, and op mapping	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-ingest-ir	T06,T16	docs/llm_context/index.md
src/tnnx/ingest/dtypes.py	ingest-ir	ONNX ingest, dtype, shape hint, and op mapping	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-ingest-ir	T06,T16	docs/llm_context/index.md
src/tnnx/ingest/onnx_reader.py	ingest-ir	ONNX ingest, dtype, shape hint, and op mapping	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-ingest-ir	T06,T16	docs/llm_context/index.md
src/tnnx/ingest/op_map.py	ingest-ir	ONNX ingest, dtype, shape hint, and op mapping	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-ingest-ir	T06,T16	docs/llm_context/index.md
src/tnnx/ingest/shape_hints.py	ingest-ir	ONNX ingest, dtype, shape hint, and op mapping	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-ingest-ir	T06,T16	docs/llm_context/index.md
src/tnnx/ir/__init__.py	ingest-ir	GraphIR data model, validation, and serialization	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-ingest-ir	T08	docs/llm_context/index.md
src/tnnx/ir/schema.py	ingest-ir	GraphIR data model, validation, and serialization	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-ingest-ir	T08	docs/llm_context/index.md
src/tnnx/ir/serde.py	ingest-ir	GraphIR data model, validation, and serialization	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-ingest-ir	T08	docs/llm_context/index.md
src/tnnx/ir/types.py	ingest-ir	GraphIR data model, validation, and serialization	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-ingest-ir	T08	docs/llm_context/index.md
src/tnnx/passes/__init__.py	graph-passes	Graph normalization, pruning, and shape propagation passes	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-graph-passes	none	docs/llm_context/index.md
src/tnnx/passes/normalize.py	graph-passes	Graph normalization, pruning, and shape propagation passes	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-graph-passes	none	docs/llm_context/index.md
src/tnnx/passes/prune.py	graph-passes	Graph normalization, pruning, and shape propagation passes	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-graph-passes	T07	docs/llm_context/index.md
